year,season,month,weekday,hour,holiday,workingday,weather,temp,temp_felt,hum,windspeed,casual,registered,total
2012,sum,jul,sun,19,no,no,1,29,30,0.55,11,143,300,443
2011,win,dec,thu,18,no,yes,2,14,13,0.62,6,11,277,288
2011,win,feb,mon,18,no,yes,1,12,11,0.4,41,11,194,205
2011,sum,aug,sat,14,no,no,1,32,35,0.52,17,176,204,380
2011,sum,aug,fri,22,no,yes,1,26,27,0.65,15,51,137,188
2012,win,mar,sat,4,no,no,2,13,12,0.94,0,0,2,2
2012,spr,jun,tue,1,no,yes,2,21,22,0.78,11,1,13,14
2011,aut,nov,mon,13,no,yes,2,20,20,0.56,0,25,137,162
2011,aut,dec,mon,10,no,yes,2,3,0,0.69,7,14,91,105
2012,aut,nov,sun,3,no,no,2,7,4,0.81,11,9,37,46
2012,aut,nov,sat,17,no,no,2,10,6,0.46,20,112,298,410
2011,aut,oct,thu,20,no,yes,1,17,16,0.77,7,29,231,260
2012,spr,jun,fri,10,no,yes,2,24,24,0.78,19,49,155,204
2012,win,jan,sun,7,no,no,1,5,1,0.93,11,1,6,7
2011,spr,mar,sun,23,no,N,1,5,1,0.44,13,3,16,19
2012,win,jan,sat,22,no,no,2,1,-5,0.74,20,3,56,59
2011,spr,may,tue,17,no,yes,1,26,27,0.54,31,53,464,517
2011,aut,nov,fri,23,no,yes,1,5,2,0.6,9,5,54,59
2012,aut,oct,tue,19,no,yes,1,22,25,0.57,6,25,457,482
2012,sum,aug,tue,20,no,yes,1,23,24,0.73,0,62,296,358
2012,spr,may,tue,1,no,yes,1,26,28,0.79,13,1,13,14
2012,spr,may,thu,6,no,yes,1,18,18,0.73,24,10,149,159
2011,aut,dec,tue,15,no,yes,2,14,13,0.54,0,15,139,154
2012,spr,may,thu,16,no,yes,1,25,26,0.57,11,45,325,370
2011,win,jan,thu,9,no,yes,2,1,0,0.51,0,6,116,122
2012,spr,may,sun,17,no,no,1,26,26,0.45,28,191,287,478
2012,sum,aug,sun,18,no,no,2,23,23,0.78,7,86,291,377
2012,aut,nov,sat,9,no,no,1,9,5,0.49,15,48,200,248
2012,aut,dec,sun,0,no,no,2,12,11,0.87,9,15,103,118
2011,sum,jun,mon,2,no,yes,3,22,23,0.78,9,3,3,6
2011,aut,nov,tue,16,no,yes,3,12,11,0.87,15,5,146,151
2012,spr,apr,tue,7,no,yes,1,8,6,0.66,6,14,327,341
2011,sum,jul,wed,9,no,yes,1,32,33,0.41,13,23,163,186
2012,win,feb,sun,1,no,no,1,4,-2,0.44,22,5,50,55
2011,win,mar,tue,14,no,yes,2,11,10,0.46,20,14,74,88
2011,spr,apr,fri,5,no,yes,3,4,-1,0.93,15,1,11,12
2012,win,feb,sun,23,no,no,1,4,0,0.7,9,4,38,42
2011,sum,aug,thu,22,no,yes,2,26,28,0.74,7,18,117,135
2012,win,jan,mon,2,no,yes,2,1,-2,0.86,7,0,2,2
2012,aut,oct,sun,0,no,no,3,17,17,0.68,20,20,97,117
2011,aut,nov,sat,14,no,no,2,16,15,0.48,9,141,158,299
2011,aut,nov,wed,21,no,yes,3,14,13,0.88,19,3,72,75
2012,aut,oct,sun,2,no,no,1,13,12,0.62,9,10,64,74
2012,sum,aug,thu,17,no,yes,1,29,29,0.45,15,111,709,820
2011,win,mar,thu,14,no,yes,3,14,13,0,20,0,12,12
2012,aut,oct,sun,17,no,no,3,12,11,0.82,15,35,122,157
2012,spr,mar,thu,21,no,yes,1,20,20,0.78,11,66,308,374
2012,aut,dec,sun,4,no,no,2,12,11,0.94,7,1,11,12
2012,aut,oct,fri,20,no,yes,1,17,17,0.77,13,13,216,229
2012,win,feb,sat,11,no,no,1,7,1,0.39,41,23,187,210
2012,spr,jun,thu,7,no,yes,1,21,24,0.6,19,26,480,506
2011,win,feb,fri,19,no,yes,2,4,0,0.65,9,1,102,103
2011,aut,oct,mon,14,yes,no,1,28,27,0.37,0,147,223,370
2011,win,jan,wed,14,no,yes,3,3,-3,0.93,24,0,36,36
2011,sum,jun,thu,7,no,yes,1,22,24,0.61,15,29,291,320
2012,win,jan,mon,13,no,yes,1,7,3,0.31,13,15,117,132
2011,spr,apr,fri,23,no,yes,3,8,6,0.93,7,0,17,17
2011,aut,oct,tue,21,no,yes,2,18,18,0.68,9,28,178,206
2011,spr,jun,sun,5,no,no,2,24,24,0.78,0,7,12,19
2012,spr,may,tue,10,no,yes,2,20,20,0.68,28,46,111,157
2012,win,jan,sat,5,no,no,1,4,1,0.75,6,0,10,10
2011,win,jan,tue,11,no,yes,2,2,-2,0.47,9,4,31,35
2011,win,feb,mon,12,no,yes,1,19,19,0.22,30,27,99,126
2012,spr,mar,wed,13,no,yes,1,19,19,0.43,22,60,213,273
2011,win,dec,thu,20,no,yes,3,13,12,0.71,0,0,33,33
2011,win,mar,sat,17,no,no,1,15,14,0.44,22,99,114,213
2011,aut,sep,sat,4,no,no,1,19,19,0.94,7,1,7,8
2011,spr,apr,wed,7,no,yes,1,14,13,0.94,0,26,211,237
2011,aut,nov,mon,19,no,yes,1,18,18,0.73,15,4,260,264
2011,aut,dec,thu,20,no,yes,1,5,2,0.6,7,5,170,175
2011,spr,may,fri,14,no,yes,2,17,17,0.87,19,70,120,190
2011,win,jan,thu,17,no,yes,1,3,0,0.55,7,2,82,84
2012,aut,oct,tue,23,no,yes,2,16,15,0.77,6,8,76,84
2012,aut,dec,mon,11,no,yes,3,15,14,0.94,15,8,126,134
2011,win,feb,sat,1,no,no,1,15,14,0.14,28,10,21,31
2011,sum,sep,mon,1,no,yes,1,19,19,0.88,0,1,11,12
2012,sum,sep,sun,18,no,no,1,24,25,0.36,17,156,404,560
2012,aut,oct,mon,15,no,yes,2,22,25,0.43,9,95,234,329
2012,spr,may,sat,12,no,no,1,28,30,0.66,15,236,293,529
2012,spr,apr,sat,9,no,no,1,12,11,0.3,17,103,173,276
2012,sum,aug,mon,0,no,yes,1,22,22,0.83,0,4,28,32
2012,sum,aug,sun,13,no,no,1,35,38,0.44,31,208,315,523
2012,win,dec,fri,18,no,yes,2,5,-1,0.56,20,7,236,243
2011,sum,aug,thu,0,no,yes,1,26,26,0.45,7,6,40,46
2012,spr,apr,fri,23,no,yes,1,13,12,0.3,19,21,92,113
2011,spr,apr,fri,21,no,yes,3,7,4,0.93,11,5,23,28
2012,sum,jun,sun,11,no,no,1,29,29,0.4,9,215,291,506
2012,win,jan,sun,10,no,no,1,7,5,0.81,7,18,52,70
2011,sum,jun,thu,4,no,yes,1,20,20,0.64,9,2,4,6
2012,aut,nov,wed,5,no,yes,2,5,2,0.7,9,0,39,39
2012,win,feb,sun,17,no,no,1,1,-6,0.37,28,4,83,87
2012,aut,dec,mon,8,no,yes,2,11,10,0.87,7,10,582,592
2012,aut,nov,mon,3,no,yes,2,10,7,0.66,15,0,2,2
2012,win,feb,tue,18,no,yes,1,13,12,0.38,13,10,508,518
2012,sum,aug,mon,8,no,yes,2,26,28,0.79,0,27,578,605
2011,sum,jul,tue,12,no,yes,1,33,38,0.56,6,26,127,153
2011,aut,oct,tue,14,no,yes,2,22,25,0.41,11,32,137,169
2011,aut,oct,mon,18,no,yes,1,12,11,0.66,6,30,392,422
2011,win,jan,tue,4,no,yes,1,-1,-4,0.63,6,0,2,2
2012,aut,nov,thu,6,no,yes,1,7,3,0.39,15,2,122,124
2012,spr,apr,tue,10,no,yes,1,21,25,0.38,28,52,165,217
2011,spr,mar,wed,23,no,yes,3,8,6,0.9,0,2,24,26
2012,aut,nov,sun,1,no,no,1,3,-1,0.44,13,4,32,36
2011,sum,sep,thu,4,no,yes,2,21,18,0.94,6,0,2,2
2012,aut,dec,tue,23,no,yes,1,7,3,0.52,15,4,60,64
2011,sum,jul,tue,12,no,yes,1,31,32,0.43,7,71,130,201
2011,win,mar,thu,1,no,y,3,9,5,0,17,0,2,2
2012,spr,may,sat,13,no,no,1,23,25,0.36,13,293,366,659
2011,spr,apr,fri,8,no,yes,3,9,6,0.87,11,13,208,221
2012,aut,nov,tue,23,no,yes,1,8,6,0.81,7,1,82,83
2012,spr,apr,wed,12,no,yes,3,15,14,0.51,7,15,95,110
2012,spr,may,tue,18,no,yes,1,25,26,0.61,9,76,709,785
2011,win,feb,fri,13,no,yes,2,5,1,0.5,15,9,73,82
2012,aut,dec,fri,22,no,yes,2,10,8,0.93,6,15,150,165
2012,win,jan,sun,16,no,no,2,0,-6,0.8,13,12,143,155
2012,sum,aug,sat,7,no,no,1,21,21,0.83,15,12,52,64
2011,aut,nov,tue,12,no,yes,3,12,11,1,6,3,18,21
2011,spr,apr,tue,7,no,yes,2,16,15,0.88,22,10,124,134
2012,spr,apr,sun,15,no,no,1,26,26,0.39,26,266,351,617
2012,spr,mar,sun,18,no,no,1,17,16,0.72,6,202,289,491
2011,spr,may,mon,10,no,yes,1,24,25,0.74,20,49,72,121
2011,sum,jul,sat,1,no,no,1,21,23,0.69,7,24,51,75
2011,win,jan,fri,10,no,yes,1,2,-5,0.47,31,6,57,63
2012,win,jan,mon,9,yes,no,1,-3,-8,0.58,11,7,89,96
2012,win,feb,tue,10,no,yes,1,9,6,0.46,11,12,104,116
2012,sum,jul,mon,10,no,yes,2,28,30,0.66,15,54,135,189
2011,sum,sep,tue,19,no,yes,2,18,18,0.88,28,12,269,281
2012,sum,aug,mon,3,no,yes,1,23,24,0.69,0,1,5,6
2011,spr,apr,wed,8,no,yes,1,8,4,0.61,15,17,308,325
2011,spr,apr,wed,22,no,yes,1,22,25,0.41,17,12,105,117
2012,sum,jun,sat,8,no,no,1,23,22,0.89,11,26,168,194
2011,spr,jun,mon,23,no,yes,1,22,23,0.78,17,10,50,60
2011,spr,jun,mon,17,no,yes,1,26,26,0.39,22,72,529,601
2011,sum,jul,mon,8,no,yes,1,26,27,0.7,13,,329,347
2012,sum,jul,sat,17,no,no,3,26,28,0.79,11,199,259,458
2011,sum,aug,tue,5,no,yes,1,18,18,0.56,13,1,35,36
2011,sum,aug,mon,23,no,yes,1,28,86,0.66,7,19,53,72
2011,aut,dec,thu,8,no,yes,1,5,-1,0.6,22,15,462,477
2011,sum,jul,wed,10,no,yes,1,30,29,0.33,0,32,82,114
2011,sum,aug,mon,1,no,yes,1,25,26,0.79,6,8,13,21
2012,win,jan,mon,5,yes,no,1,6,1,0.45,22,1,3,4
2011,aut,oct,tue,6,no,yes,1,11,10,0.82,7,3,95,98
2011,spr,jun,sun,3,no,no,2,22,24,0.65,11,22,25,47
2011,win,feb,sun,13,no,no,1,13,12,0.47,0,90,169,259
2012,aut,oct,tue,3,no,yes,1,13,12,0.67,7,0,2,2
2011,win,feb,sun,10,no,no,1,7,2,0.45,22,19,86,105
2011,spr,mar,sun,15,no,no,1,8,4,0.36,19,61,111,172
2011,spr,apr,wed,20,no,yes,1,15,14,0.51,15,15,126,141
2011,win,feb,sun,3,no,no,1,5,3,0.87,6,3,8,11
2011,spr,apr,wed,15,no,yes,1,26,27,0.65,33,18,120,138
2011,win,feb,sun,0,no,no,1,5,-2,0.35,30,3,14,17
2012,win,jan,tue,14,no,yes,1,10,7,0.81,15,35,138,173
2012,spr,apr,sun,13,no,no,1,17,16,0.45,7,226,369,595
2011,spr,jun,sat,22,no,no,2,27,29,0.62,9,56,105,161
2011,aut,oct,sun,15,no,no,1,22,25,0.35,26,182,230,412
2011,win,feb,sun,2,no,no,1,5,-1,0.6,22,0,20,20
2011,aut,dec,sat,1,no,no,2,7,3,0.52,17,4,39,43
2011,win,mar,sun,15,no,no,1,16,15,0.39,22,149,155,304
2011,aut,nov,tue,7,no,yes,1,7,5,0.87,7,7,316,323
2011,spr,may,tue,6,no,yes,2,17,17,0.94,11,7,102,109
2011,spr,jun,sun,3,no,no,1,23,22,0.89,19,8,20,28
2012,win,jan,tue,5,no,yes,1,12,11,0.47,15,0,23,23
2012,sum,sep,sat,19,no,no,1,22,25,0.41,11,169,309,478
2011,win,jan,thu,12,no,yes,1,5,3,0.35,0,6,78,84
2011,win,mar,mon,22,no,yes,1,5,1,0.48,11,1,34,35
2012,win,jan,tue,5,no,yes,1,-1,-7,0.54,13,0,12,12
2012,win,mar,wed,21,no,yes,1,21,25,0.4,6,47,241,288
2011,aut,dec,wed,14,no,yes,3,14,13,1,13,1,24,25
2011,win,mar,mon,7,no,yes,1,2,-5,0.75,28,3,88,91
2011,spr,apr,tue,6,no,yes,1,19,19,0.88,15,0,80,80
2012,aut,oct,wed,5,no,yes,1,17,16,0.82,0,1,52,53
2011,sum,aug,tue,0,no,yes,1,21,25,0.43,13,13,22,35
2012,spr,jun,tue,3,no,yes,2,24,25,0.69,17,3,9,12
2012,win,feb,thu,11,no,yes,3,8,6,0.7,7,2,69,
2011,aut,sep,thu,15,no,yes,1,25,26,0.45,26,42,185,227
2012,sum,aug,mon,17,no,yes,1,26,27,0.58,19,83,810,893
2012,win,mar,sun,14,no,no,1,15,14,0.31,19,212,289,501
2011,aut,oct,tue,19,no,yes,1,19,19,0.6,7,31,286,317
2011,sum,sep,mon,16,no,yes,1,27,28,0.48,0,60,238,298
2012,win,jan,thu,19,no,yes,2,12,11,0.76,7,11,302,313
2012,win,feb,sun,6,no,no,1,4,-2,0.52,22,0,5,5
2011,aut,oct,wed,5,no,yes,1,14,13,0.82,9,3,29,32
2012,aut,oct,tue,9,no,yes,3,20,20,0.88,9,3,83,86
2011,aut,oct,tue,2,no,yes,1,14,13,0.94,6,1,4,5
2012,spr,may,4,16,no,yes,1,20,20,0.3,31,87,334,421
2012,aut,oct,sat,14,no,no,1,16,15,0.33,13,243,354,597
2011,spr,apr,wed,5,no,yes,1,4,1,0.7,7,1,12,13
2012,sum,aug,mon,17,no,yes,1,31,31,0.36,11,102,716,818
2011,spr,jun,wed,2,no,yes,1,23,22,0.89,6,0,7,7
2011,spr,may,mon,22,no,yes,1,17,17,0.68,6,21,95,116
2012,win,dec,sat,6,no,no,1,5,-1,0.44,28,0,13,13
2014,sum,jul,sat,18,no,no,1,32,33,0.43,19,151,330,481
2011,win,jan,thu,19,no,yes,1,2,-1,0.69,6,3,76,79
2011,spr,may,sat,2,no,no,2,17,16,0.88,9,15,37,52
2012,win,jan,sat,0,no,no,1,10,7,0.5,11,2,77,79
2011,win,dec,tue,13,no,yes,3,7,4,0.87,9,1,19,20
2012,spr,mar,tue,18,no,yes,1,13,12,0.17,6,67,577,644
2011,win,jan,mon,8,no,yes,1,-1,-8,0.5,19,1,153,154
2011,sum,aug,fri,1,no,yes,1,23,23,0.78,6,3,16,19
2012,win,mar,sun,9,no,no,1,5,1,0.6,15,20,70,90
2011,win,mar,sat,14,no,no,1,17,16,0.31,33,168,144,312
2012,aut,dec,thu,22,no,yes,1,5,3,0.6,6,7,141,148
2011,spr,mar,wed,10,no,yes,2,9,5,0.81,19,15,60,75
2011,spr,apr,fri,11,no,yes,1,21,25,0.38,15,49,108,157
2012,win,jan,sat,1,no,no,1,7,4,0.52,11,1,57,58
2012,win,feb,sun,8,no,no,1,2,-3,0.51,17,2,57,59
2011,win,dec,tue,6,no,yes,2,7,2,0.61,20,0,35,35
2011,aut,oct,sun,7,no,no,1,14,13,0.86,0,18,26,44
2012,sum,jul,fri,16,no,yes,1,33,35,0.47,15,80,419,499
2012,spr,mar,wed,2,no,yes,1,17,16,0.88,9,2,8,10
2012,win,mar,sat,21,no,no,1,15,14,0.19,22,24,130,154
2012,spr,mar,wed,0,no,yes,1,17,17,0.88,0,4,29,33
2012,win,mar,sat,14,no,no,1,22,25,0.53,6,352,338,690
2012,sum,jun,sat,2,no,no,2,23,22,0.89,0,7,54,61
2011,spr,may,fri,13,no,yes,1,20,20,0.4,22,71,182,253
2012,win,mar,sun,6,no,no,1,4,0,0.7,11,2,8,10
2012,spr,mar,wed,12,no,yes,2,18,18,0.39,24,50,218,268
2012,spr,may,sat,4,no,no,1,16,15,0.59,6,6,8,14
2012,spr,jun,fri,23,no,yes,1,73.4,25,0.57,11,52,163,215
2012,win,jan,sun,23,no,no,2,0,-4,0.93,7,2,35,37
2012,win,jan,tue,2,no,yes,2,3,-1,0.87,11,2,2,4
2012,sum,jul,tue,22,no,yes,1,31,34,0.55,15,29,215,244
2011,aut,nov,sun,14,no,no,1,22,25,0.43,31,113,200,313
2011,sum,sep,wed,5,no,yes,2,19,19,1,9,1,15,16
2011,spr,jun,sat,4,no,no,1,21,20,0.88,6,1,4,5
2012,spr,apr,thu,0,no,yes,1,17,17,0.23,28,12,33,45
2012,aut,dec,tue,4,no,yes,2,12,11,0.87,9,0,7,7
2012,spr,may,sun,21,no,no,1,23,24,0.69,26,51,182,233
2012,win,feb,tue,20,no,yes,1,9,5,0.53,17,4,223,227
2011,win,mar,tue,6,no,yes,1,2,1,0.59,0,3,42,45
2012,win,dec,wed,2,no,yes,2,5,-1,0.65,20,0,1,1
2011,win,dec,sun,0,no,no,1,4,-1,0.6,13,2,4,6
2011,aut,nov,wed,20,no,yes,2,8,4,0.57,19,6,184,190
2011,spr,may,tue,22,no,yes,3,22,21,0.88,15,26,115,141
2012,aut,oct,wed,1,no,yes,2,7,5,0.81,6,0,8,8
2012,aut,nov,sun,14,no,no,2,7,3,0.42,17,33,170,203
2012,sum,jul,thu,6,no,yes,1,24,24,0.78,17,16,165,181
2012,win,feb,thu,1,no,yes,2,7,6,0.7,0,0,5,5
2011,sum,jun,wed,11,no,yes,1,29,28,0.35,15,53,117,170
2012,win,jan,wed,16,no,yes,1,6,-1,0.3,35,13,163,176
2012,spr,apr,sat,21,no,no,1,17,16,0.2,13,75,159,234
2012,spr,jun,tue,21,no,yes,1,29,31,0.62,11,37,239,276
2011,spr,jun,tue,18,no,yes,1,30,30,0.46,19,72,479,551
2012,sum,aug,sun,20,no,no,1,27,27,0.45,0,96,204,300
2011,aut,oct,mon,18,no,yes,1,18,18,0.6,6,58,428,486
2011,spr,jun,sat,7,no,no,1,27,28,0.58,13,18,50,68
2012,aut,nov,tue,5,no,yes,2,7,3,0.81,15,0,31,31
2012,aut,oct,thu,5,no,yes,1,10,7,0.5,11,0,42,42
2012,aut,nov,sun,16,no,no,1,18,18,0.42,15,260,393,653
2012,spr,may,fri,23,no,yes,1,21,21,0.83,6,51,205,256
2012,sum,jun,fri,18,no,yes,1,39,41,0.31,0,50,414,464
2012,sum,jul,sun,22,no,no,1,27,30,0.74,7,34,96,130
2012,spr,apr,thu,22,no,yes,1,17,17,0.59,13,29,219,248
2011,sum,aug,thu,4,no,yes,2,25,26,0.89,0,0,7,7
2012,aut,dec,wed,10,no,yes,2,7,4,0.56,11,20,116,136
2012,sum,aug,thu,21,no,yes,1,26,27,0.61,9,53,276,329
2011,aut,oct,tue,21,no,yes,1,14,13,0.72,9,32,169,201
2011,win,feb,mon,16,no,yes,3,13,12,1,9,2,40,42
2011,aut,nov,fri,1,no,yes,2,12,11,0.82,0,1,16,17
2011,win,dec,sat,9,no,no,clear,11,10,0.76,0,18,72,90
2011,spr,apr,tue,9,no,yes,3,17,17,0.63,6,23,139,162
2011,spr,may,sat,8,no,no,3,17,16,0.94,0,16,72,88
2012,spr,apr,sat,21,no,no,2,19,19,0.43,9,53,167,220
2012,win,feb,thu,11,no,yes,1,4,-1,0.52,15,4,95,99
2012,win,jan,thu,11,no,yes,2,7,5,0.87,7,11,100,111
2011,aut,oct,mon,17,no,yes,1,13,12,0.54,9,44,442,486
2012,aut,nov,thu,2,no,yes,1,3,2,0.64,0,1,6,7
2012,win,feb,fri,4,no,yes,2,6,2,0.93,13,0,1,1
2012,win,dec,sat,19,no,no,1,4,-2,0.48,24,9,51,60
2011,aut,oct,sun,3,no,no,1,13,12,0.54,9,11,31,42
2012,sum,jul,wed,17,yes,no,1,37,40,0.35,20,161,253,414
2012,aut,oct,fri,20,no,yes,2,18,18,0.83,11,40,271,311
2012,aut,dec,sun,17,no,no,2,11,10,0.82,7,29,214,243
2012,win,dec,thu,20,no,yes,1,4,0,0.6,11,12,79,91
2012,aut,nov,thu,23,no,yes,1,9,6,0.57,11,8,112,120
2011,win,jan,fri,18,no,yes,1,-2,-8,0.3,17,1,119,120
2012,sum,jul,thu,9,no,yes,2,27,29,0.7,9,55,289,344
2012,sum,jun,mon,9,no,yes,1,26,27,0.65,13,37,231,268
2011,sum,jul,tue,2,no,yes,1,24,25,0.74,6,8,5,13
2012,win,feb,mon,7,no,yes,1,-3,-9,0.54,13,1,194,195
2012,sum,jul,sat,5,no,no,2,23,24,0.73,7,0,5,5
2011,win,jan,mon,22,yes,no,3,-1,-8,0.93,17,0,13,13
2012,sum,sep,mon,20,yes,no,1,27,29,0.76,7,78,183,261
2012,sum,jul,sat,1,no,no,2,26,27,0.51,7,13,105,118
2012,win,jan,fri,13,no,yes,1,3,-2,0.32,20,12,144,156
2011,win,jan,tue,15,no,yes,1,6,2,0.52,17,17,48,65
2012,win,jan,tue,19,no,yes,1,-2,-10,0.28,28,4,152,156
2012,spr,apr,sun,7,no,no,1,11,10,0.27,11,12,25,37
2012,spr,mar,sun,10,no,no,2,12,11,0.87,22,78,172,250
2011,spr,mar,tue,21,no,yes,1,9,8,0.42,0,8,75,83
2012,spr,may,thu,0,no,yes,1,21,21,0.83,6,7,49,56
2011,spr,jun,thu,19,no,yes,1,27,26,0.23,20,58,321,379
2012,sum,aug,thu,16,no,yes,1,31,32,0.43,11,77,405,482
2011,sum,aug,thu,14,no,yes,1,31,34,0.55,11,53,114,167
2012,win,feb,thu,21,no,yes,1,14,13,0.51,15,17,205,222
2011,sum,sep,sun,14,no,no,1,27,28,0.58,19,120,222,342
2011,spr,apr,sun,14,no,no,1,17,17,0.34,26,170,191,361
2012,sum,aug,sun,16,no,no,1,32,34,0.46,17,143,278,421
2012,sum,sep,thu,8,no,yes,1,17,16,0.68,6,44,746,790
2012,spr,apr,sat,5,no,no,1,9,6,0.46,9,2,3,5
2012,sum,aug,thu,21,no,yes,1,28,28,0.48,13,83,273,356
2011,win,jan,mon,11,no,yes,2,0,-6,0.59,13,2,46,48
2011,win,feb,sat,22,no,no,1,7,1,0.28,33,2,42,44
2012,win,feb,tue,17,no,yes,1,13,12,0.26,6,33,497,530
2011,win,feb,tue,14,no,yes,2,3,1,0.8,6,5,49,54
2012,aut,nov,mon,2,no,yes,2,10,6,0.66,17,0,5,5
2011,aut,oct,tue,23,no,yes,2,19,19,0.83,19,10,47,57
2011,aut,oct,tue,12,no,yes,2,22,25,0.43,6,42,159,201
2012,win,mar,wed,13,no,yes,1,24,25,0.27,15,57,197,254
2012,sum,jul,tue,11,no,yes,1,31,32,0.46,13,92,157,249
2011,spr,jun,thu,13,no,yes,1,31,29,0.24,24,35,168,203
2012,spr,apr,mon,6,no,yes,1,13,12,0.26,15,3,108,111
2011,aut,dec,sun,9,no,no,1,7,6,0.81,0,12,114,126
2012,spr,jun,tue,20,no,yes,1,31,34,0.55,17,59,399,458
2011,sum,sep,mon,19,no,yes,2,19,19,0.68,7,41,333,374
2012,spr,jun,sun,17,no,no,1,32,33,0.41,19,184,337,521
2011,spr,apr,sat,5,no,no,2,7,3,0.93,15,0,5,5
2011,sum,jul,thu,9,no,yes,1,30,33,0.59,13,21,189,210
2011,win,jan,sat,17,no,no,2,8,4,0.36,19,29,54,83
2012,sum,jul,thu,18,no,yes,1,34,36,0.41,13,93,684,777
2011,win,jan,mon,8,no,yes,1,-6,-7,0.49,0,6,171,177
2011,aut,sep,thu,14,no,yes,1,25,26,0.51,20,33,134,167
2012,spr,jun,sat,19,no,no,2,26,26,0.42,13,184,277,461
2012,aut,dec,thu,3,no,yes,2,5,0,0.56,19,0,2,2
2012,sum,jun,thu,14,no,yes,1,35,36,0.37,11,27,149,176
2011,aut,dec,tue,14,no,yes,2,14,13,0.58,7,11,127,138
2011,sum,aug,wed,11,no,yes,1,27,28,0.54,20,57,128,185
2011,spr,mar,mon,20,no,yes,1,19,19,0.64,13,16,106,122
2011,aut,nov,wed,8,no,yes,1,8,7,0.93,0,19,437,456
2011,sum,aug,thu,0,no,yes,2,25,26,0.89,6,2,15,17
2012,spr,apr,sat,7,no,no,1,10,8,0.71,7,8,56,64
2011,aut,oct,wed,10,no,yes,1,19,19,0.56,26,30,103,133
2012,aut,nov,fri,4,no,yes,1,8,3,0.53,24,0,14,14
2012,win,jan,mon,7,yes,no,1,4,-2,0.32,26,0,16,16
2011,aut,sep,tue,6,no,yes,2,22,20,0.94,7,8,116,124
2011,spr,apr,wed,6,no,yes,1,19,19,0.94,17,5,79,84
2012,spr,apr,mon,2,no,yes,3,14,13,0.94,9,2,3,5
2011,sum,jun,tue,3,no,yes,2,24,25,0.74,0,0,2,2
2011,win,jan,tue,5,no,yes,1,-2,-6,0.68,7,0,4,4
2012,sum,aug,sat,2,no,no,3,22,21,0.88,11,4,39,43
2012,spr,may,sun,0,no,no,1,19,19,0.64,11,19,79,98
2012,sum,jul,mon,2,no,yes,1,25,26,0.74,0,2,6,8
2011,win,mar,sun,23,no,no,2,3,-3,1,28,0,9,9
2011,spr,mar,thu,3,no,yes,3,4,-1,0.93,15,0,1,1
2012,spr,jun,sun,14,no,no,1,25,26,0.36,22,267,411,678
2012,spr,apr,mon,2,no,yes,2,8,4,0.87,22,1,3,4
2012,win,feb,wed,21,no,yes,1,9,6,0.53,11,8,170,178
2011,sum,aug,thu,12,no,yes,2,29,31,0.62,15,53,152,205
2011,aut,nov,tue,11,no,yes,3,17,16,0.88,20,1,10,11
2012,sum,sep,tue,4,no,yes,2,22,20,0.94,24,2,5,7
2012,spr,apr,sat,12,no,no,2,11,10,0.43,0,105,276,381
2011,sum,jul,thu,2,no,yes,1,27,28,0.54,7,2,5,7
2012,spr,apr,sun,19,no,no,1,19,19,0.35,9,128,247,375
2012,sum,sep,mon,22,no,yes,3,22,22,0.83,17,20,109,129
2011,spr,jun,sat,12,no,no,1,26,26,0.32,11,150,270,420
2011,aut,nov,sat,17,no,no,1,17,16,0.34,17,92,193,285
2011,aut,nov,mon,7,no,yes,1,13,12,0.88,0,7,270,277
2012,sum,aug,wed,12,no,yes,1,28,29,0.55,15,77,230,307
2012,spr,mar,wed,8,no,yes,3,16,15,0.94,7,33,502,535
2012,spr,may,wed,4,no,yes,1,18,18,0.88,0,2,2,4
2012,win,dec,wed,11,no,yes,3,2,-5,0.86,31,0,,10
2012,win,dec,mon,21,no,yes,3,4,1,0.93,6,13,9,22
2012,sum,jul,wed,21,no,yes,1,29,31,0.62,0,53,266,319
2011,sum,aug,sun,13,no,no,1,31,35,0.59,28,94,216,310
2012,sum,sep,fri,13,no,yes,1,26,27,0.54,11,105,316,421
2012,aut,oct,mon,22,no,yes,3,18,18,0.77,6,17,190,207
2012,win,mar,mon,9,no,yes,1,17,16,0.72,11,55,276,331
2012,win,feb,sat,13,no,no,1,8,3,0.31,33,48,178,226
2011,spr,apr,tue,7,no,yes,2,18,18,0.68,15,12,177,189
2012,spr,apr,sat,17,no,no,2,28,27,0.3,26,259,309,568
2012,sum,jun,sat,0,no,no,3,23,22,0.89,11,4,65,69
2011,spr,mar,thu,0,no,yes,2,8,4,0.93,15,0,11,11
2011,aut,oct,wed,23,no,yes,3,18,18,0.94,6,13,41,54
2011,sum,aug,fri,7,no,yes,1,23,25,0.44,11,17,247,264
2012,aut,nov,sat,6,no,no,1,4,1,0.93,6,5,11,16
2012,sum,sep,wed,22,no,yes,1,27,30,0.79,0,38,181,219
2011,sum,jul,tue,19,no,yes,1,32,33,0.43,20,69,329,398
2012,aut,nov,fri,8,no,yes,1,8,5,0.57,11,25,668,693
2012,win,feb,wed,5,no,yes,1,6,3,0.7,7,0,25,25
2012,sum,jul,tue,22,no,yes,1,28,30,0.66,17,43,226,269
2011,spr,jun,sat,21,no,no,2,27,29,0.66,7,58,125,183
2011,sum,jul,sat,17,no,no,1,33,32,0.32,0,160,241,401
